DATE,TIME,TEMP,DEWPOINT,RH,PRESSURE,EVENT
1995-06-14,42960.0,26.0,2.0,21.0,758.2,AZHS02950612
1995-06-14,46560.0,26.0,1.0,20.0,758.4,AZHS02950612
1995-06-14,50160.00000000001,27.0,3.0,22.0,758.7,AZHS02950612
1995-06-14,53760.0,29.0,1.0,16.0,759.0,AZHS02950612
1995-06-14,57360.0,32.0,0.0,13.0,758.7,AZHS02950612
1995-06-14,60960.00000000001,34.0,0.0,12.0,758.7,AZHS02950612
1995-06-14,64560.0,36.0,0.0,11.0,758.4,AZHS02950612
1995-06-14,71760.0,38.0,0.0,9.0,757.2,AZHS02950612
1995-06-14,75360.0,39.0,1.0,9.0,756.2,AZHS02950612
1995-06-14,78960.0,40.0,2.0,9.0,755.4,AZHS02950612
1995-06-14,82560.0,41.0,2.0,9.0,754.4,AZHS02950612
1995-06-15,3360.0,40.0,2.0,9.0,753.6,AZHS02950612
1995-06-15,6960.0,38.0,-2.0,8.0,753.9,AZHS02950612
1995-06-15,10560.0,37.0,-6.0,7.0,754.4,AZHS02950612
1995-06-15,14160.0,35.0,-4.0,8.0,754.6,AZHS02950612
1995-06-15,17760.0,33.0,-4.0,9.0,755.4,AZHS02950612
1995-06-15,21360.0,34.0,-8.0,7.0,755.4,AZHS02950612
1995-06-15,24960.000000000004,29.0,-3.0,12.0,755.4,AZHS02950612
1995-06-15,28560.0,27.0,1.0,19.0,755.7,AZHS02950612
1995-06-15,32160.0,27.0,1.0,19.0,755.7,AZHS02950612
1995-06-15,39360.0,25.0,-1.0,18.0,755.1,AZHS02950612
1995-06-15,42960.0,24.0,0.0,21.0,755.4,AZHS02950612
1995-06-15,46560.0,23.0,1.0,23.0,755.7,AZHS02950612
1995-06-15,50160.00000000001,26.0,-2.0,16.0,755.9,AZHS02950612
1995-06-15,53760.0,28.0,-1.0,15.0,755.9,AZHS02950612
1995-06-15,57360.0,30.0,-3.0,11.0,755.9,AZHS02950612
1995-06-15,60960.00000000001,33.0,-2.0,11.0,755.7,AZHS02950612
1995-06-15,64560.0,34.0,-4.0,8.0,755.1,AZHS02950612
1995-06-15,68160.0,34.0,-4.0,8.0,754.9,AZHS02950612
1995-06-15,71760.0,37.0,-4.0,7.0,753.9,AZHS02950612
1995-06-15,75360.0,37.0,-4.0,7.0,753.1,AZHS02950612
1995-06-15,78960.0,39.0,-4.0,6.0,752.9,AZHS02950612
1995-06-15,82560.0,36.0,-2.0,9.0,752.3,AZHS02950612
1995-06-05,3360.0,36.0,3.0,13.0,755.9,AZHS04950605
1995-06-05,6960.0,36.0,2.0,12.0,755.9,AZHS04950605
1995-06-05,10560.0,35.0,2.0,12.0,755.9,AZHS04950605
1995-06-05,14160.0,34.0,2.0,14.0,756.2,AZHS04950605
1995-06-05,17760.0,31.0,3.0,17.0,756.4,AZHS04950605
1995-06-05,21360.0,30.0,6.0,22.0,756.4,AZHS04950605
1995-06-05,24960.000000000004,28.0,6.0,24.0,756.4,AZHS04950605
1995-06-05,28560.0,27.0,6.0,26.0,756.7,AZHS04950605
1995-06-05,32160.0,27.0,5.0,25.0,756.4,AZHS04950605
1995-06-05,42960.0,23.0,6.0,32.0,757.2,AZHS04950605
1995-06-05,46560.0,22.0,4.0,32.0,757.4,AZHS04950605
1995-06-05,50160.00000000001,24.0,4.0,28.0,757.7,AZHS04950605
1995-06-05,53760.0,27.0,5.0,25.0,757.9,AZHS04950605
1995-06-05,57360.0,29.0,4.0,21.0,758.2,AZHS04950605
1995-06-05,60960.00000000001,32.0,4.0,17.0,757.7,AZHS04950605
1995-06-05,64560.0,33.0,4.0,16.0,757.2,AZHS04950605
1995-06-05,68160.0,34.0,4.0,15.0,756.4,AZHS04950605
1995-06-05,71760.0,36.0,3.0,13.0,755.9,AZHS04950605
1995-06-05,71760.0,36.0,3.0,13.0,755.9,AZHS04950605
1995-06-05,78960.0,37.0,4.0,14.0,754.1,AZHS04950605
1995-06-05,82560.0,37.0,5.0,14.0,753.6,AZHS04950605
1995-06-06,3360.0,37.0,5.0,14.0,752.6,AZHS04950605
1995-06-06,6960.0,36.0,4.0,14.0,752.6,AZHS04950605
1995-06-06,10560.0,34.0,3.0,14.0,752.6,AZHS04950605
1995-06-06,14160.0,33.0,2.0,14.0,753.1,AZHS04950605
1995-06-06,17760.0,32.0,1.0,13.0,753.6,AZHS04950605
1995-06-06,21360.0,32.0,0.0,13.0,753.6,AZHS04950605
1995-06-06,24960.000000000004,29.0,-2.0,13.0,753.6,AZHS04950605
1995-06-06,28560.0,29.0,-2.0,14.0,753.9,AZHS04950605
1995-06-06,48384.000000000044,27.0,-2.0,15.0,753.9,AZHS04950605
1995-06-06,35760.0,28.0,1.0,17.0,754.1,AZHS04950605
1995-06-06,39360.0,24.0,2.0,24.0,753.9,AZHS04950605
1995-06-06,42960.0,23.0,2.0,26.0,754.4,AZHS04950605
1995-06-06,46560.0,23.0,1.0,24.0,754.6,AZHS04950605
1995-06-06,50160.00000000001,25.0,1.0,21.0,754.9,AZHS04950605
1995-06-06,53760.0,26.0,2.0,21.0,754.9,AZHS04950605
1995-06-06,57360.0,29.0,3.0,20.0,755.1,AZHS04950605
1995-06-06,60960.00000000001,30.0,3.0,18.0,754.9,AZHS04950605
1995-06-06,64560.0,32.0,4.0,18.0,754.4,AZHS04950605
1995-06-06,68160.0,32.0,5.0,18.0,754.1,AZHS04950605
1995-06-06,71760.0,33.0,5.0,17.0,753.6,AZHS04950605
1995-06-06,75360.0,34.0,6.0,17.0,752.9,AZHS04950605
1995-06-06,78960.0,34.0,3.0,15.0,752.3,AZHS04950605
1995-06-07,3360.0,33.0,3.0,15.0,751.1,AZHS04950605
1995-06-07,6960.0,33.0,2.0,14.0,750.8,AZHS04950605
1995-06-07,10560.0,32.0,1.0,14.0,750.6,AZHS04950605
1995-06-07,14160.0,31.0,0.0,14.0,751.1,AZHS04950605
1995-06-07,17760.0,32.0,2.0,16.0,751.3,AZHS04950605
1995-06-07,21360.0,29.0,7.0,25.0,751.8,AZHS04950605
1995-06-07,24960.000000000004,28.0,6.0,25.0,752.1,AZHS04950605
1995-06-07,28560.0,25.0,7.0,32.0,752.6,AZHS04950605
1995-06-07,32160.0,24.0,3.0,25.0,752.9,AZHS04950605
1995-06-07,35760.0,24.0,2.0,24.0,752.9,AZHS04950605
1995-06-07,39360.0,23.0,2.0,26.0,753.4,AZHS04950605
1995-06-07,42960.0,22.0,3.0,30.0,753.6,AZHS04950605
1995-06-07,46560.0,22.0,4.0,33.0,754.1,AZHS04950605
1995-06-07,50160.00000000001,24.0,4.0,28.0,754.4,AZHS04950605
1995-06-07,53760.0,24.0,6.0,32.0,754.6,AZHS04950605
1995-06-07,57360.0,25.0,7.0,31.0,754.6,AZHS04950605
1995-06-07,60960.00000000001,27.0,6.0,26.0,754.1,AZHS04950605
1995-06-07,64560.0,28.0,4.0,23.0,753.9,AZHS04950605
1995-06-07,68160.0,29.0,4.0,20.0,753.4,AZHS04950605
1995-06-07,70740.0,29.0,7.0,24.0,753.1,AZHS04950605
1995-06-07,71760.0,30.0,7.0,23.0,752.9,AZHS04950605
1995-06-07,75360.0,32.0,6.0,20.0,752.6,AZHS04950605
1995-06-07,78960.0,31.0,7.0,23.0,752.1,AZHS04950605
1995-06-07,82560.0,32.0,3.0,16.0,751.8,AZHS04950605
1995-06-08,3360.0,31.0,2.0,16.0,752.3,AZHS04950605
1995-06-08,6960.0,29.0,3.0,19.0,752.9,AZHS04950605
1995-06-08,14160.0,26.0,-1.0,18.0,754.4,AZHS04950605
1995-06-08,21360.0,25.0,0.0,20.0,755.1,AZHS04950605
1995-06-08,24960.000000000004,24.0,1.0,22.0,755.7,AZHS04950605
1995-06-08,28560.0,23.0,2.0,24.0,755.4,AZHS04950605
1995-06-08,32160.0,21.0,-1.0,24.0,755.4,AZHS04950605
1995-06-08,35760.0,20.0,-1.0,26.0,755.7,AZHS04950605
1995-06-08,39360.0,19.0,1.0,30.0,755.4,AZHS04950605
1995-06-08,42960.0,19.0,1.0,31.0,755.9,AZHS04950605
1995-06-08,46560.0,19.0,2.0,32.0,756.2,AZHS04950605
1995-06-08,50160.00000000001,21.0,3.0,31.0,756.7,AZHS04950605
1995-06-08,53760.0,21.0,6.0,37.0,757.2,AZHS04950605
1995-06-08,57360.0,22.0,7.0,38.0,757.4,AZHS04950605
1995-06-08,60960.00000000001,22.0,8.0,40.0,757.7,AZHS04950605
1995-06-08,64560.0,24.0,6.0,32.0,757.9,AZHS04950605
1995-06-08,68160.0,24.0,5.0,29.0,757.9,AZHS04950605
1995-06-08,75360.0,26.0,1.0,19.0,757.9,AZHS04950605
1995-06-08,78960.0,27.0,1.0,18.0,757.9,AZHS04950605
1995-06-08,82560.0,27.0,0.0,18.0,757.9,AZHS04950605
1997-02-10,86160.0,12.0,-3.0,37.0,759.5,AZHW10970210
1997-02-11,3360.0,11.0,-5.0,35.0,759.2,AZHW10970210
1997-02-11,6960.0,11.0,-4.0,37.0,759.0,AZHW10970210
1997-02-11,10560.0,10.0,-4.0,40.0,759.2,AZHW10970210
1997-02-11,14160.0,9.0,-3.0,45.0,759.0,AZHW10970210
1997-02-11,17760.0,10.0,-4.0,40.0,758.7,AZHW10970210
1997-02-11,21360.0,11.0,-4.0,37.0,758.7,AZHW10970210
1997-02-11,24960.000000000004,10.0,-4.0,40.0,759.0,AZHW10970210
1997-02-11,28560.0,10.0,-3.0,42.0,759.0,AZHW10970210
1997-02-11,32160.0,12.0,-4.0,35.0,759.2,AZHW10970210
1997-02-11,35760.0,12.0,-3.0,37.0,760.0,AZHW10970210
1997-02-11,39360.0,13.0,-2.0,38.0,760.2,AZHW10970210
1997-02-11,42960.0,16.0,-2.0,31.0,760.2,AZHW10970210
1997-02-11,46560.0,17.0,-2.0,30.0,759.7,AZHW10970210
1997-02-11,50160.00000000001,17.0,-1.0,32.0,759.5,AZHW10970210
1997-02-11,53760.0,18.0,0.0,32.0,759.2,AZHW10970210
1997-02-11,57360.0,18.0,1.0,34.0,759.7,AZHW10970210
1997-02-11,60960.00000000001,18.0,2.0,37.0,760.2,AZHW10970210
1997-02-11,64560.0,18.0,1.0,34.0,760.5,AZHW10970210
1997-02-11,68160.0,17.0,1.0,36.0,761.0,AZHW10970210
1997-02-11,71760.0,17.0,2.0,39.0,761.2,AZHW10970210
1997-02-11,75360.0,14.0,2.0,47.0,762.0,AZHW10970210
1997-02-11,78960.0,13.0,2.0,49.0,762.5,AZHW10970210
1997-02-11,82560.0,11.0,6.0,73.0,762.8,AZHW10970210
1997-02-11,86160.0,11.0,6.0,73.0,763.0,AZHW10970210
1997-02-12,3360.0,10.0,7.0,83.0,763.0,AZHW10970210
1997-02-12,6960.0,9.0,6.0,83.0,763.3,AZHW10970210
1997-02-12,10560.0,8.0,6.0,88.0,763.0,AZHW10970210
1997-02-12,14160.0,8.0,6.0,88.0,763.0,AZHW10970210
1997-02-12,17760.0,8.0,6.0,88.0,763.3,AZHW10970210
1997-02-12,21360.0,7.0,4.0,82.0,763.8,AZHW10970210
1997-02-12,24960.000000000004,7.0,4.0,82.0,764.0,AZHW10970210
1997-02-12,28560.0,7.0,4.0,82.0,764.5,AZHW10970210
1997-02-12,32160.0,9.0,6.0,83.0,764.8,AZHW10970210
1997-02-12,35760.0,12.0,6.0,68.0,764.8,AZHW10970210
1997-02-12,68160.0,17.0,3.0,41.0,757.7,AZHW10970210
1997-02-12,71760.0,16.0,3.0,44.0,757.7,AZHW10970210
1997-02-12,75360.0,14.0,3.0,50.0,757.7,AZHW10970210
1997-02-12,78960.0,15.0,3.0,47.0,757.7,AZHW10970210
1997-02-12,82560.0,15.0,4.0,50.0,757.9,AZHW10970210
1997-02-13,42960.0,16.0,-9.0,19.0,762.3,AZHW10970210
1997-02-13,46560.0,16.0,-10.0,18.0,762.0,AZHW10970210
1997-02-13,50160.00000000001,17.0,-10.0,17.0,762.0,AZHW10970210
1997-02-13,53760.0,18.0,-10.0,16.0,762.0,AZHW10970210
1997-02-13,57360.0,18.0,-10.0,16.0,762.3,AZHW10970210
1997-02-13,60960.00000000001,18.0,-9.0,17.0,762.5,AZHW10970210
1997-02-13,75360.0,13.0,-7.0,27.0,765.3,AZHW10970210
1997-02-13,78960.0,14.0,-8.0,23.0,765.8,AZHW10970210
1997-02-13,82560.0,12.0,-7.0,28.0,766.6,AZHW10970210
1997-01-27,86160.0,14.0,9.0,73.0,768.4,AZHW11970127
1997-01-28,3360.0,12.0,9.0,88.0,768.1,AZHW11970127
1997-01-28,6960.0,12.0,9.0,88.0,768.1,AZHW11970127
1997-01-28,10560.0,12.0,9.0,88.0,768.4,AZHW11970127
1997-01-28,14160.0,13.0,-1.0,56.0,767.6,AZHW11970127
1997-01-28,17760.0,15.0,4.0,64.0,767.3,AZHW11970127
1997-01-28,21360.0,13.0,3.0,66.0,767.8,AZHW11970127
1997-01-28,24960.000000000004,11.0,6.0,81.0,768.4,AZHW11970127
1997-01-28,32160.0,12.0,7.0,81.0,768.9,AZHW11970127
1997-01-28,35760.0,17.0,5.0,61.0,769.1,AZHW11970127
1997-01-28,39360.0,18.0,4.0,56.0,768.9,AZHW11970127
1997-01-28,46560.0,19.0,4.0,54.0,767.1,AZHW11970127
1997-01-28,50160.00000000001,19.0,4.0,54.0,766.3,AZHW11970127
1997-01-28,53760.0,20.0,4.0,52.0,765.8,AZHW11970127
1997-01-28,57360.0,20.0,3.0,50.0,765.3,AZHW11970127
1997-01-28,60960.00000000001,19.0,3.0,52.0,765.0,AZHW11970127
1997-01-28,64560.0,18.0,3.0,54.0,764.8,AZHW11970127
1997-01-28,68160.0,17.0,2.0,54.0,764.8,AZHW11970127
1997-01-28,71760.0,17.0,3.0,56.0,764.8,AZHW11970127
1997-01-28,75360.0,17.0,3.0,56.0,764.5,AZHW11970127
1997-01-28,78960.0,16.0,3.0,59.0,764.5,AZHW11970127
1997-01-28,82560.0,16.0,3.0,59.0,764.3,AZHW11970127
1997-01-28,86160.0,15.0,3.0,61.0,764.3,AZHW11970127
1997-01-29,3360.0,14.0,3.0,63.0,764.0,AZHW11970127
1997-01-29,6960.0,12.0,4.0,72.0,763.8,AZHW11970127
1997-01-29,10560.0,12.0,4.0,72.0,763.8,AZHW11970127
1997-01-29,14160.0,11.0,4.0,75.0,763.5,AZHW11970127
1997-01-29,17760.0,9.0,4.0,81.0,763.3,AZHW11970127
1997-01-29,21360.0,10.0,4.0,78.0,763.5,AZHW11970127
1997-01-29,24960.000000000004,10.0,4.0,78.0,764.3,AZHW11970127
1997-01-29,28560.0,13.0,3.0,66.0,764.5,AZHW11970127
1997-01-29,32160.0,15.0,3.0,61.0,764.8,AZHW11970127
1997-01-29,35760.0,16.0,4.0,61.0,764.8,AZHW11970127
1997-01-29,39360.0,17.0,5.0,61.0,765.0,AZHW11970127
1997-01-29,42960.0,19.0,5.0,56.0,764.5,AZHW11970127
1997-01-29,46560.0,22.0,3.0,46.0,763.5,AZHW11970127
1997-01-29,50160.00000000001,23.0,2.0,43.0,763.0,AZHW11970127
1997-01-29,53760.0,23.0,2.0,43.0,762.8,AZHW11970127
1997-01-29,57360.0,23.0,2.0,43.0,762.5,AZHW11970127
1997-01-29,60960.00000000001,23.0,2.0,43.0,762.5,AZHW11970127
1997-01-29,64560.0,21.0,2.0,46.0,763.0,AZHW11970127
1997-01-29,68160.0,20.0,2.0,48.0,763.8,AZHW11970127
1997-01-29,71760.0,19.0,2.0,50.0,764.5,AZHW11970127
1997-01-29,75360.0,19.0,2.0,50.0,765.0,AZHW11970127
1997-01-29,78960.0,18.0,2.0,52.0,765.0,AZHW11970127
1997-01-29,82560.0,19.0,2.0,50.0,765.3,AZHW11970127
1997-01-29,86160.0,18.0,1.0,50.0,765.8,AZHW11970127
1997-01-30,3360.0,17.0,1.0,52.0,766.1,AZHW11970127
1997-01-30,6960.0,17.0,0.0,49.0,766.1,AZHW11970127
1997-01-30,10560.0,17.0,0.0,49.0,766.3,AZHW11970127
1997-01-30,14160.0,16.0,0.0,51.0,766.6,AZHW11970127
1997-01-30,17760.0,17.0,-1.0,47.0,766.6,AZHW11970127
1997-01-30,21360.0,16.0,-1.0,49.0,766.6,AZHW11970127
1997-01-30,24960.000000000004,16.0,0.0,51.0,766.8,AZHW11970127
1997-01-30,28560.0,17.0,-1.0,47.0,767.3,AZHW11970127
1997-01-30,32160.0,17.0,0.0,49.0,767.6,AZHW11970127
1997-01-30,35760.0,19.0,1.0,48.0,767.8,AZHW11970127
1997-01-30,39360.0,20.0,1.0,46.0,767.8,AZHW11970127
1997-01-30,42960.0,21.0,1.0,44.0,767.3,AZHW11970127
1997-01-30,46560.0,22.0,1.0,42.0,766.3,AZHW11970127
1997-01-30,50160.00000000001,23.0,-3.0,34.0,765.3,AZHW11970127
1997-01-30,53760.0,23.0,-3.0,34.0,764.5,AZHW11970127
1997-01-30,57360.0,24.0,1.0,39.0,764.3,AZHW11970127
1997-01-30,60960.00000000001,24.0,1.0,39.0,764.0,AZHW11970127
1997-01-30,64560.0,23.0,1.0,41.0,764.3,AZHW11970127
1997-01-30,68160.0,20.0,1.0,46.0,764.5,AZHW11970127
1997-01-30,71760.0,21.0,1.0,44.0,764.8,AZHW11970127
1997-01-30,75360.0,19.0,2.0,50.0,764.8,AZHW11970127
1997-01-30,78960.0,17.0,2.0,54.0,765.3,AZHW11970127
1997-01-30,82560.0,16.0,2.0,56.0,765.3,AZHW11970127
1997-02-03,86160.0,13.0,3.0,53.0,763.3,AZHW12970203
1997-02-04,3360.0,12.0,3.0,56.0,763.0,AZHW12970203
1997-02-04,6960.0,11.0,2.0,56.0,762.8,AZHW12970203
1997-02-04,10560.0,10.0,2.0,60.0,762.5,AZHW12970203
1997-02-04,14160.0,9.0,2.0,63.0,762.5,AZHW12970203
1997-02-04,17760.0,9.0,2.0,63.0,762.5,AZHW12970203
1997-02-04,21360.0,9.0,2.0,63.0,762.5,AZHW12970203
1997-02-04,24960.000000000004,9.0,1.0,59.0,762.8,AZHW12970203
1997-02-04,28560.0,9.0,1.0,59.0,762.8,AZHW12970203
1997-02-04,32160.0,11.0,2.0,56.0,762.8,AZHW12970203
1997-02-04,35760.0,13.0,2.0,49.0,762.8,AZHW12970203
1997-02-04,39360.0,14.0,2.0,47.0,762.8,AZHW12970203
1997-02-04,42960.0,16.0,3.0,44.0,762.0,AZHW12970203
1997-02-04,46560.0,18.0,3.0,39.0,761.2,AZHW12970203
1997-02-04,50160.00000000001,19.0,2.0,34.0,760.5,AZHW12970203
1997-02-04,53760.0,20.0,2.0,32.0,760.5,AZHW12970203
1997-02-04,57360.0,21.0,1.0,29.0,760.2,AZHW12970203
1997-02-04,60960.00000000001,21.0,-1.0,25.0,760.2,AZHW12970203
1997-02-04,64560.0,20.0,-1.0,27.0,760.2,AZHW12970203
1997-02-04,68160.0,19.0,-1.0,28.0,760.5,AZHW12970203
1997-02-04,71760.0,16.0,1.0,39.0,760.5,AZHW12970203
1997-02-04,75360.0,15.0,1.0,41.0,760.5,AZHW12970203
1997-02-04,78960.0,14.0,1.0,43.0,760.5,AZHW12970203
1997-02-04,82560.0,13.0,2.0,49.0,760.7,AZHW12970203
1997-02-04,86160.0,13.0,2.0,49.0,760.7,AZHW12970203
1997-02-05,3360.0,12.0,2.0,53.0,760.7,AZHW12970203
1997-02-05,6960.0,12.0,2.0,53.0,760.5,AZHW12970203
1997-02-05,10560.0,11.0,2.0,56.0,760.5,AZHW12970203
1997-02-05,14160.0,10.0,1.0,56.0,760.5,AZHW12970203
1997-02-05,17760.0,10.0,1.0,56.0,760.2,AZHW12970203
1997-02-05,21360.0,9.0,1.0,59.0,760.5,AZHW12970203
1997-02-05,24960.000000000004,9.0,1.0,59.0,760.0,AZHW12970203
1997-02-05,28560.0,9.0,1.0,59.0,760.7,AZHW12970203
1997-02-05,32160.0,11.0,1.0,52.0,760.7,AZHW12970203
1997-02-05,35760.0,14.0,1.0,43.0,761.0,AZHW12970203
1997-02-05,39360.0,17.0,1.0,36.0,760.7,AZHW12970203
1997-02-05,42960.0,18.0,1.0,34.0,760.0,AZHW12970203
1997-02-05,46560.0,20.0,1.0,30.0,759.0,AZHW12970203
1997-02-05,50160.00000000001,21.0,-1.0,25.0,758.4,AZHW12970203
1997-02-05,53760.0,22.0,-4.0,19.0,757.9,AZHW12970203
1997-02-05,57360.0,22.0,-3.0,21.0,757.9,AZHW12970203
1997-02-05,60960.00000000001,21.0,-3.0,22.0,757.9,AZHW12970203
1997-02-05,64560.0,20.0,-3.0,23.0,757.9,AZHW12970203
1997-02-05,68160.0,19.0,-3.0,25.0,758.4,AZHW12970203
1997-02-05,71760.0,18.0,-3.0,26.0,758.7,AZHW12970203
1997-02-05,75360.0,17.0,-4.0,26.0,759.2,AZHW12970203
1997-02-05,78960.0,16.0,-3.0,29.0,759.5,AZHW12970203
1997-02-05,82560.0,14.0,-3.0,33.0,759.5,AZHW12970203
1997-02-05,86160.0,13.0,-2.0,38.0,759.7,AZHW12970203
1997-02-06,3360.0,13.0,-2.0,38.0,759.7,AZHW12970203
1997-02-06,6960.0,11.0,-2.0,43.0,760.2,AZHW12970203
1997-02-06,10560.0,9.0,-1.0,52.0,760.5,AZHW12970203
1997-02-06,14160.0,9.0,-1.0,52.0,760.5,AZHW12970203
1997-02-06,17760.0,8.0,-2.0,52.0,760.7,AZHW12970203
1997-02-06,21360.0,8.0,-1.0,55.0,761.0,AZHW12970203
1997-02-06,24960.000000000004,8.0,-1.0,55.0,761.2,AZHW12970203
1997-02-06,28560.0,9.0,-1.0,52.0,762.0,AZHW12970203
1997-02-06,32160.0,11.0,-2.0,43.0,762.5,AZHW12970203
1997-02-06,35760.0,13.0,-6.0,29.0,763.0,AZHW12970203
1997-02-06,39360.0,14.0,-13.0,16.0,763.5,AZHW12970203
1997-02-06,42960.0,13.0,-12.0,19.0,764.0,AZHW12970203
1997-02-06,46560.0,14.0,-4.0,31.0,763.5,AZHW12970203
1997-02-06,50160.00000000001,14.0,-12.0,17.0,763.3,AZHW12970203
1997-02-06,53760.0,15.0,-14.0,14.0,763.3,AZHW12970203
1997-02-06,57360.0,15.0,-14.0,14.0,763.5,AZHW12970203
1997-02-06,60960.00000000001,14.0,-14.0,15.0,763.8,AZHW12970203
1997-02-06,64560.0,14.0,-13.0,16.0,764.0,AZHW12970203
1997-02-06,68160.0,13.0,-11.0,20.0,764.8,AZHW12970203
1997-02-06,71760.0,12.0,-12.0,20.0,765.0,AZHW12970203
1997-02-06,75360.0,11.0,-11.0,23.0,765.6,AZHW12970203
1997-02-06,78960.0,10.0,-11.0,24.0,766.1,AZHW12970203
1997-02-06,82560.0,9.0,-9.0,30.0,766.3,AZHW12970203
1996-09-10,24960.000000000004,20.0,8.0,45.0,759.2,CAES17960909
1996-09-10,28560.0,23.0,9.0,40.0,759.5,CAES17960909
1996-09-10,32160.0,27.0,9.0,34.0,759.7,CAES17960909
1996-09-10,35760.0,29.0,8.0,27.0,759.7,CAES17960909
1996-09-10,39360.0,31.0,9.0,27.0,759.5,CAES17960909
1996-09-10,42960.0,32.0,11.0,27.0,759.2,CAES17960909
1996-09-10,46560.0,33.0,10.0,24.0,758.7,CAES17960909
1996-09-10,50160.00000000001,34.0,11.0,24.0,758.2,CAES17960909
1996-09-10,53760.0,36.0,9.0,20.0,757.4,CAES17960909
1996-09-10,57360.0,36.0,8.0,17.0,757.2,CAES17960909
1996-09-10,60960.00000000001,37.0,6.0,15.0,756.9,CAES17960909
